3630
 506.7149  26.00  0.772  4.220  1.280  1
 506.7714  24.00  0.795  2.709  1.160  1
 506.7772  28.00  0.279  3.796  0.850  1
 506.8293  24.00  0.843  1.004  1.720  1
 506.8325  22.00  0.452  2.662  0.830  1
 506.8766  26.00  0.910  2.940  1.730  1
 506.8785  28.00  0.204  3.847  1.000  1
 506.9354  22.00  0.733  2.154  0.490  1
 506.9424  26.00  0.397  4.294  1.150  1
 507.0172  21.00  0.460  1.433  1.510  1
 507.0259  21.00  0.207  2.109  1.440  1
 507.0950  14.00  0.195  5.082  1.160  1
 507.1110  22.00  0.139  3.148  1.020  1
 507.1467  22.00  0.847  1.460  1.150  1
 507.1511  26.00  0.567  4.559  1.810  1
 507.2078  26.00  0.797  4.283  0.880  1
 507.2281  22.01  0.276  3.124  1.200  1
 507.2672  26.00  0.789  4.220  1.470  1
 507.2729  24.00  0.115  3.104  1.690  1
 507.2926  24.00  0.887  0.941  1.500  1
 507.3724  26.00  0.279  4.260  0.770  1
 507.3975  40.00  0.119  0.519  1.500  1
 507.4720  26.00  0.273  3.547  1.150  1
 507.4748  26.00  0.841  4.220  1.060  1
 507.4833  25.00  0.628  3.373  1.600  1
 507.5172  26.00  0.757  4.178  1.740  1
 507.5804  21.00  0.387  1.428  1.500  1
 507.6166  26.00  0.138  2.832  1.800  1
 507.6264  26.00  0.778  4.301  0.370  1
 507.6327  28.00  0.487  3.655  1.170  1
 507.6580  60.01  0.231  0.742  0.870  1
 507.7356  26.00  0.122  3.301  1.500  1
 507.8313  40.00  0.338  1.443  0.833  1
 507.8528  26.00  0.276  3.547  0.440  1
 507.8951  41.00  0.296  0.130  1.556  1
 507.8975  26.00  0.827  4.301  1.870  1
 507.9223  26.00  0.918  2.198  1.480  1
 507.9682  58.01  0.165  1.384  1.090  1
 507.9740  26.00  0.959  0.990  1.510  1
 507.9955  28.00  0.796  1.826  0.510  1
 508.0352  26.00  0.647  3.695  0.940  1
 508.0528  28.00  0.844  3.655  1.030  1
 508.0788  26.00  0.209  2.949  1.130  1
 508.0936  26.00  0.485  3.267  1.060  1
 508.1107  28.00  0.821  3.847  0.980  1
 508.1370  22.00  0.184  1.430  2.010  1
 508.1574  21.00  0.815  1.448  1.330  1
 508.1865  26.00  0.175  3.882  1.240  1
 508.2339  28.00  0.752  3.658  1.210  1
 508.3338  26.00  0.969  0.958  1.250  1
 508.3731  21.00  0.788  1.440  1.240  1
 508.4089  28.00  0.818  3.679  1.110  1
 508.4506  28.00  0.321  4.538  1.180  1
 508.5330  28.00  0.337  3.679  1.580  1
 508.5335  22.00  0.796  1.430  0.920  1
 508.5474  28.00  0.436  3.658  1.430  1
 508.5539  21.00  0.751  1.433  1.030  1
 508.5676  26.00  0.192  4.178  0.630  1
 508.5712  27.00  0.182  0.629  2.030  1
 508.5933  26.00  0.109  3.943  1.760  1
 508.6830  25.00  0.380  3.378  1.490  1
 508.6939  21.00  0.714  1.428  0.400  1
 508.7058  22.00  0.874  1.430  0.750  1
 508.7061  26.00  0.120  4.294  1.830  1
 508.7136  21.00  0.238  2.146  0.840  1
 508.7416  39.01  0.782  1.084  1.250  1
 508.8153  26.00  0.587  4.154  1.350  1
 508.8532  28.00  0.559  3.847  0.910  1
 508.8953  28.00  0.491  3.679  1.150  1
 508.9832  60.01  0.212  0.205  0.630  1
 508.9899  21.00  0.204  2.111  1.140  1
 509.0773  26.00  0.822  4.256  1.070  1
 509.0858  22.00  0.130  0.900  1.100  1
 509.1286  27.00  0.238  0.582  1.950  1
 509.1884  24.00  0.851  1.004  0.660  1
 509.2788  60.01  0.348  0.380  0.970  1
 509.3430  24.00  0.479  1.030  1.630  1
 509.3969  26.00  0.117  4.913  1.450  1
 509.4406  28.00  0.524  3.833  1.050  1
 509.4621  22.00  0.217  2.487  1.230  1
 509.4942  27.00  0.488  2.042  1.250  1
 509.4948  26.00  0.247  4.209  1.450  1
 509.5293  41.00  0.174  0.086  1.587  1
 509.6716  21.00  0.380  1.433  1.500  1
 509.6727  24.00  0.198  3.551  1.330  1
 509.6854  28.00  0.637  3.740  1.480  1
 509.6998  26.00  0.829  4.283  1.290  1
 509.8370  22.00  0.196  3.161  1.200  1
 509.8573  26.00  0.828  3.929  1.520  1
 509.8698  26.00  0.922  2.176  1.500  1
 509.9077  26.00  0.772  3.984  0.900  1
 509.9181  21.00  0.450  1.440  1.520  1
 509.9285  21.00  0.198  2.139  1.070  1
 509.9316  28.00  0.767  3.655  1.310  1
 509.9634  26.00  0.222  4.260  1.390  1
 509.9927  28.00  0.805  3.679  1.310  1
 510.0664  26.01  0.115  2.807  1.150  1
 510.0906  26.00  0.576  4.209  1.210  1
 510.0963  22.00  0.267  2.250  0.680  1
 510.1137  21.00  0.379  1.448  1.470  1
 510.1401  22.00  0.215  1.460  2.030  1
 510.2239  26.00  0.119  2.223 -0.220  1
 510.2363  22.00  0.176  2.239  0.240  1
 510.2390  60.01  0.139  0.680  0.470  1
 510.2648  26.00  0.391  4.186  1.500  1
 510.2958  28.00  0.835  1.676  1.240  1
 510.3124  22.00  0.210  2.738  1.000  1
 510.4030  26.00  0.708  3.017  1.480  1
 510.4190  26.00  0.488  4.178  1.320  1
 510.4438  26.00  0.557  4.283  0.720  1
 510.5537  29.00  0.886  1.389  1.100  1
 510.6239  26.00  0.127  4.913  1.400  1
 510.6458  26.00  0.352  4.607  2.060  1
 510.7447  26.00  0.963  0.990  1.000  1
 510.7520  13.00  0.316  3.143  1.167  1
 510.7570  60.01  0.197  0.823  0.660  1
 510.7641  26.00  0.952  1.557  1.490  1
 510.7674  24.00  0.149  0.983  2.020  1
 510.7943  13.00  0.182  3.143  1.333  1
 510.8397  26.00  0.594  4.559  1.560  1
 510.8898  27.00  0.177  3.930  1.100  1
 510.8914  24.00  0.325  2.708  1.700  1
 510.9062  21.00  0.124  2.136  0.810  1
 510.9431  22.00  0.799  1.443  1.210  1
 510.9652  26.00  0.749  4.301  1.150  1
 511.0308  26.00  0.240  4.607  1.830  1
 511.0358  26.00  0.821  3.573  1.010  1
 511.0413  26.00  0.983  0.000  1.570  1
 511.0443  26.00  0.231  4.260  1.110  1
 511.0749  24.00  0.762  2.709  1.680  1
 511.1355  26.00  0.211  3.547  1.380  1
 511.1855  26.00  0.123  4.913  0.990  1
 511.2270  40.01  0.128  1.665  0.810  1
 511.2485  24.00  0.709  1.004  1.900  1
 511.3126  24.00  0.696  2.710  1.010  1
 511.3220  27.00  0.318  2.080  1.090  1
 511.3234  26.00  0.257  4.218  1.360  1
 511.3440  22.00  0.871  1.443  0.990  1
 511.3822  24.00  0.100  0.961  3.010  1
 511.4559  57.01  0.291  0.235  0.520  1
 511.5389  28.00  0.780  3.834  1.100  1
 511.5777  26.00  0.471  3.573  1.130  1
 511.6043  26.00  0.369  4.143  1.460  1
 511.6653  21.00  0.153  2.139  1.450  1
 511.6763  21.00  0.125  2.136  1.340  1
 511.7425  24.00  0.103  3.556  1.150  1
 511.7934  25.00  0.699  3.134  0.700  1
 511.9112  39.01  0.305  0.992  1.500  1
 511.9321  24.00  0.285  3.422  0.860  1
 511.9900  26.00  0.161  3.882  2.020  1
 512.0352  26.01  0.101  2.828  1.090  1
 512.0415  22.00  0.839  2.578  1.080  1
 512.0892  26.00  0.105  4.446  0.510  1
 512.1557  28.00  0.497  3.941  0.920  1
 512.1639  26.00  0.777  4.283  1.000  1
 512.2115  24.00  0.827  1.030  1.830  1
 512.2767  24.00  0.318  3.368  0.130  1
 512.2768  27.00  0.188  3.665  0.410  1
 512.2988  57.01  0.330  0.321  1.150  1
 512.3211  39.01  0.595  0.992  0.550  1
 512.3279  26.00  0.195  4.415  0.980  1
 512.3461  24.00  0.853  1.030  0.860  1
 512.3720  26.00  0.962  1.011 -0.010  1
 512.3779  60.01  0.349  0.380  1.040  1
 512.4045  26.00  0.173  4.608  1.490  1
 512.4072  22.00  0.920  1.502  1.610  1
 512.4619  26.00  0.529  3.301  0.880  1
 512.4724  26.00  0.167  4.913  1.480  1
 512.5117  26.00  0.841  4.220  1.330  1
 512.5228  28.00  0.722  3.679  0.670  1
 512.5601  14.00  0.185  5.082  1.280  1
 512.5837  26.00  0.356  4.143  0.640  1
 512.6132  26.00  0.298  3.237  1.250  1
 512.6182  24.00  0.242  3.369  0.800  1
 512.6193  26.00  0.741  4.256  1.180  1
 512.6198  27.00  0.251  3.622  1.040  1
 512.6499  24.00  0.414  3.369  0.770  1
 512.6821  28.00  0.705  3.699  1.240  1
 512.7063  22.00  0.155  2.677  1.110  1
 512.7359  26.00  0.959  0.915  1.500  1
 512.7680  26.00  0.854  0.052  0.990  1
 512.8034  14.00  0.118  5.082  1.180  1
 512.8494  23.00  0.450  2.286  1.450  1
 512.9152  22.01  0.768  1.892  1.110  1
 512.9370  28.00  0.726  3.679  1.170  1
 512.9575  24.00  0.283  0.968  2.260  1
 512.9631  26.00  0.654  3.943  1.220  1
 513.0359  28.00  0.439  3.841  1.160  1
 513.0424  24.00  0.355  3.435  1.110  1
 513.0586  60.01  0.299  1.304  1.150  1
 513.1308  22.01  0.104  1.893  1.500  1
 513.1468  26.00  0.881  2.223  2.500  1
 513.1766  28.00  0.472  3.699  1.110  1
 513.2328  60.01  0.192  0.559  1.090  1
 513.2669  26.01  0.137  2.807  1.370  1
 513.2755  22.00  0.108  2.250  0.400  1
 513.3395  40.00  0.137  0.519  1.167  1
 513.3466  27.00  0.342  3.930  1.190  1
 513.3688  26.00  0.863  4.178  1.090  1
 513.4737  41.00  0.101  0.019  1.500  1
 513.5920  24.00  0.239  3.375  1.020  1
 513.6092  26.00  0.406  4.186  0.380  1
 513.7070  28.00  0.884  1.676  1.210  1
 513.7382  26.00  0.827  4.178  1.380  1
 513.7932  24.00  0.142  3.422  1.510  1
 513.8397  23.00  0.401  2.269  1.200  1
 513.8706  24.00  0.594  0.983  1.750  1
 513.8840  24.00  0.168  3.375  1.240  1
 513.9251  26.00  0.919  2.998  1.810  1
 513.9255  28.00  0.601  3.658  1.670  1
 513.9462  26.00  0.935  2.940  1.700  1
 513.9646  24.00  0.734  3.422  0.750  1
 514.1739  26.00  0.898  2.424  1.000  1
 514.2261  24.00  0.500  2.709  2.020  1
 514.2446  26.00  0.510  4.559  1.120  1
 514.2495  26.00  0.781  4.301  0.770  1
 514.2541  26.00  0.824  4.256  1.200  1
 514.2775  28.00  0.783  3.706  1.030  1
 514.2926  28.00  0.696  3.699  1.260  1
 514.2929  26.00  0.964  0.958  1.510  1
 514.3723  26.00  0.743  2.198  0.350  1
 514.3889  28.00  0.148  3.847  1.600  1
 514.4668  24.00  0.732  2.710  2.000  1
 514.5094  26.00  0.857  2.198  1.830  1
 514.5460  22.00  0.883  1.460  1.140  1
 514.6127  26.01  0.135  2.828  1.300  1
 514.6307  26.00  0.341  4.371  1.120  1
 514.6480  28.00  0.801  3.706  0.960  1
 514.6749  27.00  0.380  3.568  1.240  1
 514.7091  21.00  0.282  2.146  1.010  1
 514.7478  22.00  0.954  0.000  1.470  1
 514.8043  26.00  0.787  4.283  1.210  1
 514.8229  26.00  0.829  4.256  1.250  1
 514.8662  28.00  0.252  3.679  1.380  1
 514.8705  23.00  0.332  2.256  1.020  1
 514.8839  11.00  0.588  2.102  1.333  1
 514.9156  25.00  0.326  3.134  0.800  1
 514.9779  27.00  0.267  1.740  2.150  1
 515.0170  24.00  0.212  3.449  1.240  1
 515.0190  21.00  0.101  2.139  0.470  1
 515.0197  26.00  0.611  3.573  1.130  1
 515.0609  22.00  0.186  2.250  0.060  1
 515.0839  26.00  0.964  0.990  1.500  1
 515.0933  25.00  0.725  3.135  0.930  1
 515.1826  24.00  0.583  1.004  1.630  1
 515.1911  26.00  0.951  1.011  1.510  1
 515.2184  22.00  0.951  0.021  1.530  1
 515.3230  29.00  0.675  3.786  0.833  1
 515.3402  11.00  0.706  2.104  1.167  1
 515.4059  27.00  0.106  3.952 -0.130  1
 515.4068  22.01  0.751  1.566  1.500  1
 515.4101  26.00  0.710  3.882  1.580  1
 515.5125  28.00  0.647  3.898  0.960  1
 515.5463  40.00  0.210  1.582  1.500  1
 515.5762  28.00  0.780  3.898  1.140  1
 515.6022  14.00  0.134  5.082  0.850  1
 515.6356  27.00  0.273  4.058  1.070  1
 515.7704  28.00  0.327  3.706  1.600  1
 515.7976  28.00  0.447  3.606  1.620  1
 515.8013  40.00  0.108  2.105  1.167  1
 515.9058  26.00  0.772  4.283  1.130  1
 515.9307  23.00  0.239  2.247  0.950  1
 515.9829  26.00  0.121  3.267  1.150  1
 515.9951  26.00  0.145  4.301  1.520  1
 516.0335  41.00  0.139  0.049  1.500  1
 516.0465  24.00  0.106  0.983  0.750  1
 516.0897  22.00  0.785  1.502  1.010  1
 516.1291  26.00  0.128  4.284  0.730  1
 516.1765  24.00  0.582  2.710  2.500  1
 516.2273  26.00  0.853  4.178  1.390  1
 516.2377  26.00  0.150  2.609  0.250  1
 516.2913  28.00  0.158  3.833  0.550  1
 516.4113  26.00  0.237  4.191  1.690  1
 516.4366  41.00  0.107  0.267  1.333  1
 516.4551  26.00  0.606  4.434  1.140  1
 516.4691  26.00  0.336  2.588  0.640  1
 516.4912  26.00  0.417  4.143  0.430  1
 516.5129  60.01  0.134  0.680  0.510  0
 516.5142  27.00  0.230  1.710  1.910  0
 516.5410  26.00  0.847  4.220  1.300  0
 516.6101  24.00  0.145  3.435  1.500  0
 516.6217  24.00  0.712  3.435  1.050  0
 516.6282  26.00  0.977  0.000  1.790  0
 516.7321  12.00  0.972  2.709  2.000  0
 516.7488  26.00  0.982  1.485  1.150  0
 516.7718  26.00  0.519  3.415  1.480  0
 516.7951  24.00  0.194  3.435  1.500  0
 516.8624  24.00  0.332  1.030  1.580  0
 516.8656  28.00  0.753  3.699  0.810  0
 516.8898  26.00  0.979  0.052  1.620  0
 516.9033  26.01  0.802  2.891  1.330  0
 516.9702  22.00  0.104  3.104  1.120  0
 516.9913  23.00  0.121  2.242  0.510  0
 517.1020  44.00  0.203  0.928  1.200  0
 517.1596  26.00  0.973  1.485  1.250  0
 517.1672  26.00  0.730  3.642  0.670  0
 517.2202  26.00  0.354  2.559  0.830  0
 517.2684  12.00  0.981  2.712  1.750  0
 517.2869  28.00  0.559  3.699  0.990  0
 517.3042  26.00  0.101  4.638  1.950  0
 517.3502  26.00  0.284  2.990  0.970  0
 517.3743  22.00  0.980  0.000  0.670  0
 517.3902  59.01  0.116  0.968  1.050  0
 517.4035  26.00  0.292  4.607  1.670  0
 517.5714  26.00  0.721  0.087  0.750  0
 517.6075  27.00  0.600  2.080  1.240  0
 517.6559  28.00  0.700  3.898  1.080  0
 517.6766  23.00  0.254  2.638  1.280  0
 517.7233  26.00  0.551  3.694  1.080  0
 517.7402  24.00  0.698  3.428  1.510  0
 517.8652  22.00  0.341  1.067  1.240  0
 517.8801  26.00  0.423  4.386  1.460  0
 517.9119  28.00  0.301  3.898  1.490  0
 518.0056  26.00  0.622  4.473  0.910  0
 518.0176  27.00  0.126  3.952  0.570  0
 518.0299  41.00  0.106  0.086  1.500  0
 518.2741  28.00  0.245  4.089  1.110  0
 518.3179  22.00  0.213  2.738  1.130  0
 518.3399  24.00  0.436  1.004  1.010  0
 518.3409  57.01  0.412  0.403  1.310  0
 518.3604  12.00  0.982  2.717  1.250  0
 518.3708  40.00  0.142  0.633  1.000  0
 518.3709  22.01  0.252  1.892  1.500  0
 518.3810  22.00  0.369  1.067  1.750  0
 518.4177  26.00  0.291  4.313  1.460  0
 518.4254  26.00  0.142  4.991  1.490  0
 518.4266  26.00  0.742  4.283  1.220  0
 518.4557  28.00  0.663  3.706  1.070  0
 518.4557  24.00  0.744  3.410  1.430  0
 518.5725  26.00  0.681  3.573  1.050  0
 518.5902  22.01  0.707  1.893  0.890  0
 518.6325  22.00  0.740  2.117  1.580  0
 518.6553  28.00  0.273  3.898  1.370  0
 518.7458  58.01  0.146  1.212  0.930  0
 518.7819  28.00  0.212  3.706  1.240  0
 518.7914  26.00  0.706  4.143  0.990  0
 518.8680  22.01  0.843  1.582  1.200  0
 518.8845  20.00  0.876  2.933  1.000  0
 518.9580  22.00  0.573  2.239  1.490  0
 519.1435  60.01  0.469  0.205  1.190  1
 519.1454  26.00  0.923  3.038  2.000  1
 519.1592  40.01  0.136  1.756  1.200  1
 519.1989  23.00  0.123  2.247 -0.580  1
 519.1995  24.00  0.751  3.395  1.550  1
 519.2344  26.00  0.933  2.998  1.830  1
 519.2490  28.00  0.495  3.699  1.510  1
 519.2610  60.01  0.312  1.136  1.090  1
 519.2965  23.00  0.643  2.316  1.470  1
 519.2969  22.00  0.981  0.021  1.080  1
 519.3492  24.00  0.646  3.422  0.760  1
 519.3578  23.00  0.166  2.253  1.100  1
 519.3881  22.00  0.529  2.345  1.160  1
 519.3947  22.00  0.123  1.053  1.960  1
 519.4037  22.00  0.772  2.103  1.460  1
 519.4765  23.00  0.403  2.295  1.400  1
 519.4873  23.00  0.242  2.264  1.290  1
 519.4941  26.00  0.961  1.557  1.090  1
 519.5345  23.00  0.446  2.278  1.310  1
 519.5472  26.00  0.838  4.220  0.970  1
 519.6059  26.00  0.806  4.256  1.090  1
 519.6422  39.01  0.137  1.748  0.580  1
 519.6446  24.00  0.760  3.449  1.200  1
 519.6564  24.00  0.742  3.449  1.490  1
 519.6593  25.00  0.743  3.135  1.060  1
 519.7158  28.00  0.429  3.898  0.480  1
 519.7217  25.00  0.372  3.135  1.110  1
 519.7578  26.01  0.488  3.230  0.670  1
 519.7936  26.00  0.560  4.301  0.360  1
 519.8711  26.00  0.905  2.223  1.500  1
 519.8867  26.00  0.102  3.547  0.310  1
 519.9696  26.00  0.142  3.547  0.750  1
 520.0121  60.01  0.274  0.559  0.900  1
 520.0173  24.00  0.685  3.385  1.480  1
 520.0366  28.00  0.204  4.088  1.050  1
